"Image ID",URL,"Deletion Status"
542063,https://stg.popsci.com/uploads/2023/05/18/best-3d-printers-under-500.jpg?auto=webp,Success
542062,https://stg.popsci.com/uploads/2023/05/18/3d-printer-monoprice-cadet.jpg?auto=webp,Success
542061,https://stg.popsci.com/uploads/2023/05/18/3d-printer-creality-ender-3-v2.jpg?auto=webp,Success
542060,https://stg.popsci.com/uploads/2023/05/18/3d-printer-prusa-mini.jpg?auto=webp,Success
542059,https://stg.popsci.com/uploads/2023/05/18/3doodler-.jpg?auto=webp,Success
542058,https://stg.popsci.com/uploads/2023/05/18/3doodler-create.jpg?auto=webp,Success
542057,https://stg.popsci.com/uploads/2023/05/18/3d-printer-sidewinder.jpg?auto=webp,Success
542335,https://stg.popsci.com/uploads/2023/05/19/bluemoon_nasa_option_2023-05-19_01.29.31_0.jpg?auto=webp,Success
