"Post ID",URL,"Image ID",URL,Place,"Deletion Status"
542009,https://stg.popsci.com/?post_type=post&p=542009,542063,https://stg.popsci.com/uploads/2023/05/18/best-3d-printers-under-500.jpg?auto=webp,"Featured image",Success
542334,https://stg.popsci.com/technology/blue-origin-nasa-lunar-lander/,542335,https://stg.popsci.com/uploads/2023/05/19/bluemoon_nasa_option_2023-05-19_01.29.31_0.jpg?auto=webp,"Featured image",Success
